subjectID,first_second_session,combination_of_trials,inserted_position,first_target,second_target,order_of_stimulus,subject,date,c1,c2,c3,c4,c5,c6,c7,c8,c9,retention_task,age
7,2,1,#9,5,9,6,25,2022/9/29,0,0,0,0,0,0,0,0,1,2,children
7,2,1,#6,4,7,7,25,2022/9/29,0,0,0,0,0,1,0,0,0,1,children
7,2,1,#6,6,8,8,25,2022/9/29,0,0,0,0,0,1,0,0,0,1,children
7,2,1,#9,4,9,9,25,2022/9/29,0,0,0,0,0,0,0,0,1,2,children
7,2,1,#9,0,6,10,25,2022/9/29,0,0,0,0,0,0,0,0,1,2,children
7,2,1,#6,5,7,11,25,2022/9/29,0,0,0,0,0,1,0,0,0,1,children
7,2,1,#6,4,9,12,25,2022/9/29,0,0,0,0,0,1,0,0,0,1,children
17,2,1,#9,0,7,1,26,2022/9/30,0,0,0,0,0,0,1,0,0,1,children
17,2,1,#6,5,8,2,26,2022/9/30,0,0,0,1,0,0,0,0,0,1,children
17,2,1,#9,4,8,3,26,2022/9/30,0,0,0,1,0,0,0,1,0,2,children
17,2,1,#9,0,8,4,26,2022/9/30,0,0,0,0,0,0,0,1,0,2,children
17,2,1,#9,5,7,5,26,2022/9/30,0,0,0,0,1,0,1,0,0,1,children
17,2,1,#6,4,8,6,26,2022/9/30,0,0,0,1,0,0,0,1,0,1,children
17,2,1,#6,5,9,7,26,2022/9/30,0,0,1,0,0,0,0,1,0,2,children
17,2,1,#9,4,7,8,26,2022/9/30,0,0,0,1,0,0,1,0,0,1,children
17,2,1,#6,6,7,9,26,2022/9/30,0,0,0,0,0,1,1,0,0,1,children
17,2,1,#9,5,8,10,26,2022/9/30,0,0,0,1,0,0,1,0,0,2,children
17,2,1,#9,6,8,11,26,2022/9/30,0,0,0,0,0,1,0,1,0,2,children
17,2,1,#9,0,5,12,26,2022/9/30,0,0,0,0,1,0,0,0,0,2,children
8,2,3,#9,0,7,1,27,2022/9/30,0,0,0,0,0,0,1,0,0,2,children
8,2,3,#9,4,8,2,27,2022/9/30,0,0,0,0,0,0,0,1,0,2,children
8,2,3,#9,4,7,3,27,2022/9/30,0,0,0,0,0,0,1,0,0,2,children
8,2,3,#6,6,9,4,27,2022/9/30,0,0,0,0,0,1,0,0,0,1,children
8,2,3,#9,0,6,5,27,2022/9/30,0,0,0,0,0,1,0,0,0,2,children
8,2,3,#6,6,7,6,27,2022/9/30,0,0,0,0,0,1,0,0,0,1,children
8,2,3,#6,5,7,7,27,2022/9/30,0,0,0,0,1,0,0,0,0,1,children
8,2,3,#9,6,7,8,27,2022/9/30,0,0,0,0,0,0,1,0,0,2,children
8,2,3,#6,6,8,9,27,2022/9/30,0,0,0,0,0,1,0,0,0,1,children
8,2,3,#9,0,4,10,27,2022/9/30,0,0,0,1,0,0,0,0,0,2,children
8,2,3,#6,5,9,11,27,2022/9/30,0,0,0,0,1,0,0,0,0,1,children
8,2,3,#9,5,7,12,27,2022/9/30,0,0,0,0,0,0,1,0,0,2,children
9,1,3,#9,0,8,1,28,2022/10/1,0,0,0,0,0,0,0,1,0,2,children
9,1,3,#6,4,8,2,28,2022/10/1,0,0,0,1,0,0,0,0,0,1,children
9,1,3,#9,0,5,3,28,2022/10/1,0,0,0,0,1,0,0,0,0,2,children
9,1,3,#9,6,9,4,28,2022/10/1,0,0,0,0,0,0,0,0,1,2,children
9,1,3,#9,5,9,5,28,2022/10/1,0,0,0,0,0,0,0,0,1,2,children
9,1,3,#6,4,9,6,28,2022/10/1,0,0,0,0,0,1,0,0,0,1,children
9,1,3,#9,6,8,7,28,2022/10/1,0,0,0,0,0,0,0,1,0,2,children
9,1,3,#9,0,9,8,28,2022/10/1,0,0,0,0,0,0,0,0,1,2,children
9,1,3,#6,4,7,9,28,2022/10/1,0,0,0,1,0,0,0,0,0,1,children
9,1,3,#9,4,9,10,28,2022/10/1,0,0,0,0,0,0,0,0,1,2,children
9,1,3,#9,5,8,11,28,2022/10/1,0,0,0,0,0,0,0,1,0,2,children
9,1,3,#6,5,8,12,28,2022/10/1,0,0,0,1,0,0,0,0,0,1,children
10,2,2,#9,5,7,1,29,2022/10/1,0,0,0,0,1,0,1,1,0,2,children
10,2,2,#9,6,7,2,29,2022/10/1,0,0,0,0,1,0,1,0,0,2,children
10,2,2,#6,4,8,3,29,2022/10/1,0,0,0,0,1,0,0,1,0,1,children
10,2,2,#9,5,9,4,29,2022/10/1,0,0,0,0,1,0,0,0,1,2,children
10,2,2,#9,5,8,5,29,2022/10/1,0,0,0,0,1,0,0,1,0,2,children
10,2,2,#6,6,9,6,29,2022/10/1,0,0,0,0,0,1,0,0,0,1,children
10,2,2,#9,0,7,7,29,2022/10/1,0,0,0,0,0,0,1,0,0,2,children
10,2,2,#6,5,7,8,29,2022/10/1,0,0,0,0,1,0,1,0,0,2,children
10,2,2,#9,0,4,9,29,2022/10/1,0,0,0,1,0,0,0,0,0,2,children
10,2,2,#6,6,8,10,29,2022/10/1,0,0,0,0,1,0,0,0,0,1,children
10,2,2,#6,4,7,11,29,2022/10/1,0,0,0,0,0,1,1,1,1,1,children
10,2,2,#9,0,8,12,29,2022/10/1,0,0,0,0,0,0,0,1,0,2,children
11,1,2,#9,4,7,1,30,2022/10/5,1,0,1,1,0,0,1,0,0,2,children
11,1,2,#6,6,7,2,30,2022/10/5,0,0,0,0,0,1,0,0,0,1,children
11,1,2,#9,4,9,3,30,2022/10/5,0,0,0,1,0,0,0,0,1,2,children
11,1,2,#9,6,8,4,30,2022/10/5,0,0,0,0,0,1,0,1,0,2,children
11,1,2,#6,5,8,5,30,2022/10/5,0,0,0,0,1,0,0,1,0,1,children
11,1,2,#9,0,6,6,30,2022/10/5,0,0,0,0,0,1,0,1,0,2,children
11,1,2,#9,4,8,7,30,2022/10/5,0,0,0,1,0,0,0,1,0,2,children
11,1,2,#9,0,9,8,30,2022/10/5,0,0,0,0,0,0,0,0,1,2,children
11,1,2,#6,4,9,9,30,2022/10/5,0,0,0,1,0,0,0,0,1,1,children
11,1,2,#6,5,9,10,30,2022/10/5,0,0,0,0,1,0,0,0,1,1,children
11,1,2,#9,0,5,11,30,2022/10/5,0,0,0,0,1,0,0,0,0,2,children
11,1,2,#9,6,9,12,30,2022/10/5,0,0,0,0,0,1,0,0,1,2,children
12,1,2,#9,4,7,1,31,2022/10/7,0,0,0,0,0,0,1,0,0,2,children
12,1,2,#9,0,9,2,31,2022/10/7,0,0,0,0,0,0,0,0,1,2,children
12,1,2,#9,4,9,3,31,2022/10/7,0,0,0,0,0,0,0,0,1,2,children
12,1,2,#6,6,7,4,31,2022/10/7,0,0,0,0,0,1,0,0,0,1,children
12,1,2,#9,4,8,5,31,2022/10/7,0,0,0,0,0,0,0,1,0,2,children
12,1,2,#9,0,6,6,31,2022/10/7,0,0,0,1,0,0,0,0,0,2,children
12,1,2,#6,4,9,7,31,2022/10/7,0,0,0,1,0,0,0,0,0,1,children
12,1,2,#6,5,9,8,31,2022/10/7,0,0,0,0,1,0,0,0,0,1,children
12,1,2,#9,0,5,9,31,2022/10/7,1,1,1,1,1,1,1,1,1,2,children
12,1,2,#9,6,9,10,31,2022/10/7,0,0,0,0,0,0,0,0,1,2,children
12,1,2,#6,5,8,11,31,2022/10/7,0,0,0,0,1,0,0,0,0,1,children
12,1,2,#9,6,8,12,31,2022/10/7,0,0,0,0,0,0,0,1,0,2,children
13,2,2,#9,0,8,1,32,2022/10/14,0,0,0,0,0,0,0,1,0,2,children
13,2,2,#6,4,7,2,32,2022/10/14,0,0,1,0,0,0,1,0,0,1,children
13,2,2,#6,5,7,3,32,2022/10/14,0,0,0,0,1,0,1,0,0,1,children
13,2,2,#9,5,7,4,32,2022/10/14,0,0,0,0,1,0,1,0,0,2,children
13,2,2,#9,5,9,5,32,2022/10/14,0,0,0,0,1,0,0,0,1,2,children
13,2,2,#6,4,8,6,32,2022/10/14,0,0,0,1,0,0,0,1,0,1,children
13,2,2,#6,6,8,7,32,2022/10/14,0,0,0,0,0,1,0,1,0,1,children
13,2,2,#9,0,4,8,32,2022/10/14,0,0,0,1,0,0,0,0,0,2,children
13,2,2,#6,6,9,9,32,2022/10/14,0,0,0,0,0,1,0,0,1,1,children
13,2,2,#9,5,8,10,32,2022/10/14,0,0,0,0,1,0,0,1,0,2,children
13,2,2,#9,6,7,11,32,2022/10/14,0,0,0,0,0,1,1,0,0,2,children
13,2,2,#9,0,7,12,32,2022/10/14,0,0,0,0,0,0,1,0,0,2,children
18,1,3,#9,6,8,1,33,2022/10/14,0,0,0,0,0,1,0,1,0,2,children
18,1,3,#9,4,9,2,33,2022/10/14,0,0,0,1,0,0,0,0,1,2,children
18,1,3,#9,5,9,3,33,2022/10/14,0,0,0,0,1,0,0,0,1,2,children
18,1,3,#6,4,8,4,33,2022/10/14,0,0,0,1,0,0,0,1,0,1,children
18,1,3,#6,4,7,5,33,2022/10/14,0,0,0,1,0,0,1,0,0,1,children
18,1,3,#9,0,9,6,33,2022/10/14,0,0,0,0,0,0,0,0,1,2,children
18,1,3,#9,5,8,7,33,2022/10/14,0,0,0,0,1,0,0,1,0,2,children
18,1,3,#6,5,8,8,33,2022/10/14,0,0,0,0,1,0,0,1,0,1,children
18,1,3,#9,0,8,9,33,2022/10/14,0,0,0,0,0,0,0,1,0,2,children
18,1,3,#6,4,9,10,33,2022/10/14,0,0,0,1,0,0,0,0,1,1,children
18,1,3,#9,0,5,11,33,2022/10/14,0,0,0,0,1,0,0,0,0,2,children
18,1,3,#9,6,9,12,33,2022/10/14,0,0,0,0,0,1,0,0,1,2,children
14,2,1,#9,0,5,1,34,2022/10/15,0,0,0,0,1,0,0,0,0,2,children
14,2,1,#9,4,8,2,34,2022/10/15,0,0,0,1,0,0,0,1,0,2,children
14,2,1,#6,4,8,3,34,2022/10/15,0,0,0,1,0,0,0,1,0,1,children
14,2,1,#6,6,7,4,34,2022/10/15,0,0,0,0,0,1,0,0,0,1,children
14,2,1,#9,0,8,5,34,2022/10/15,0,0,0,0,0,0,0,1,0,2,children
14,2,1,#6,5,9,6,34,2022/10/15,0,0,0,0,1,0,0,0,0,1,children
14,2,1,#9,4,7,7,34,2022/10/15,0,0,0,0,0,0,1,0,0,2,children
14,2,1,#9,0,7,8,34,2022/10/15,0,0,0,0,0,0,1,0,0,2,children
14,2,1,#6,5,8,9,34,2022/10/15,0,0,0,0,1,0,0,0,0,1,children
14,2,1,#9,5,7,10,34,2022/10/15,0,0,0,0,0,0,0,0,1,2,children
14,2,1,#9,5,8,11,34,2022/10/15,0,0,0,0,0,0,0,1,1,2,children
14,2,1,#9,6,8,12,34,2022/10/15,0,0,0,0,0,0,0,1,1,2,children
15,1,3,#9,0,9,1,35,2022/10/29,0,0,0,0,0,0,0,0,1,2,children
15,1,3,#9,5,9,2,35,2022/10/29,0,0,0,0,1,0,0,0,1,2,children
15,1,3,#6,4,8,3,35,2022/10/29,0,0,0,1,0,0,0,0,0,1,children
15,1,3,#6,4,7,4,35,2022/10/29,0,0,0,1,0,0,0,0,0,1,children
15,1,3,#6,4,9,5,35,2022/10/29,0,0,0,1,0,0,0,0,0,1,children
15,1,3,#9,0,8,6,35,2022/10/29,0,0,0,0,0,0,0,1,0,2,children
15,1,3,#9,6,9,7,35,2022/10/29,0,0,0,0,0,1,0,0,1,2,children
15,1,3,#9,6,8,8,35,2022/10/29,0,0,0,0,0,1,0,1,0,2,children
15,1,3,#6,5,8,9,35,2022/10/29,0,0,0,0,1,0,0,0,0,1,children
15,1,3,#9,0,5,10,35,2022/10/29,0,0,0,0,1,0,0,0,0,2,children
15,1,3,#9,4,9,11,35,2022/10/29,0,0,0,1,0,0,0,0,1,2,children
15,1,3,#9,5,8,12,35,2022/10/29,0,0,0,0,1,0,0,1,0,2,children
16,2,3,#6,5,7,1,36,2022/10/30,0,0,0,0,1,0,1,0,0,1,children
16,2,3,#9,5,7,2,36,2022/10/30,0,0,0,0,1,0,1,0,0,2,children
16,2,3,#9,4,7,3,36,2022/10/30,0,0,0,1,0,0,1,0,0,2,children
16,2,3,#9,0,4,4,36,2022/10/30,0,0,0,1,0,0,0,0,0,2,children
16,2,3,#6,5,9,5,36,2022/10/30,0,0,0,0,1,0,0,0,1,1,children
16,2,3,#6,6,9,6,36,2022/10/30,0,0,0,0,0,1,0,0,1,1,children
16,2,3,#9,0,7,7,36,2022/10/30,0,0,0,0,0,0,1,0,0,2,children
16,2,3,#9,4,8,8,36,2022/10/30,0,0,0,1,0,0,0,1,0,2,children
16,2,3,#6,6,8,9,36,2022/10/30,0,0,0,0,0,1,0,1,0,1,children
16,2,3,#6,6,7,10,36,2022/10/30,0,0,0,0,0,1,1,0,0,1,children
16,2,3,#9,0,6,11,36,2022/10/30,0,0,0,0,0,1,0,0,0,2,children
16,2,3,#9,6,7,12,36,2022/10/30,0,0,0,0,0,1,1,0,0,2,children
19,2,3,#9,4,8,1,37,2022/10/30,0,0,0,1,0,0,0,1,0,2,children
19,2,3,#6,6,8,2,37,2022/10/30,0,0,0,0,0,1,0,1,0,1,children
19,2,3,#9,6,7,3,37,2022/10/30,0,0,0,0,0,1,1,0,0,2,children
19,2,3,#6,5,9,4,37,2022/10/30,0,0,0,0,1,0,0,0,1,2,children
19,2,3,#6,6,9,5,37,2022/10/30,0,0,0,0,0,1,0,0,1,1,children
19,2,3,#9,0,7,6,37,2022/10/30,0,0,0,0,0,0,1,0,0,2,children
19,2,3,#6,6,7,7,37,2022/10/30,0,0,0,0,0,1,1,0,0,1,children
19,2,3,#9,0,6,8,37,2022/10/30,0,0,0,0,0,1,0,0,0,2,children
19,2,3,#9,5,7,9,37,2022/10/30,0,0,0,0,1,0,1,0,0,2,children
19,2,3,#6,5,7,10,37,2022/10/30,0,0,0,0,1,0,1,0,0,1,children
19,2,3,#9,0,4,11,37,2022/10/30,0,0,0,1,0,0,0,0,0,2,children
19,2,3,#9,4,7,12,37,2022/10/30,0,0,0,1,0,0,1,0,0,2,children
17,2,1,#9,5,7,1,38,2022/10/30,0,0,0,0,1,0,1,0,0,2,children
17,2,1,#6,5,8,2,38,2022/10/30,0,0,0,0,1,0,0,1,0,1,children
17,2,1,#9,4,8,3,38,2022/10/30,0,0,0,1,0,0,0,1,0,2,children
17,2,1,#9,4,7,4,38,2022/10/30,0,0,0,1,0,0,1,0,0,2,children
17,2,1,#6,6,7,5,38,2022/10/30,0,0,0,0,0,1,1,0,0,1,children
17,2,1,#9,5,8,6,38,2022/10/30,0,0,0,0,1,0,0,1,0,2,children
17,2,1,#9,0,7,7,38,2022/10/30,0,0,0,0,0,0,1,0,0,2,children
17,2,1,#6,4,8,8,38,2022/10/30,0,0,0,1,0,0,0,1,0,1,children
17,2,1,#6,5,9,9,38,2022/10/30,0,0,0,0,1,0,0,0,1,1,children
17,2,1,#9,0,5,10,38,2022/10/30,0,0,0,0,1,0,0,0,0,2,children
17,2,1,#9,6,8,11,38,2022/10/30,0,0,0,0,0,1,0,1,0,2,children
17,2,1,#9,0,8,12,38,2022/10/30,0,0,0,0,0,0,0,1,0,2,children
20,2,1,#6,4,9,1,39,2022/11/1,0,0,0,1,0,0,0,0,1,1,children
20,2,1,#9,0,4,2,39,2022/11/1,0,0,0,1,0,0,0,0,0,2,children
20,2,1,#9,5,9,3,39,2022/11/1,0,0,0,0,1,0,0,0,1,2,children
20,2,1,#9,4,9,4,39,2022/11/1,0,0,0,1,0,0,0,0,1,2,children
20,2,1,#6,6,8,5,39,2022/11/1,0,0,0,0,0,1,0,1,0,1,children
20,2,1,#6,4,7,6,39,2022/11/1,0,0,0,1,0,0,1,0,0,1,children
20,2,1,#9,0,9,7,39,2022/11/1,0,0,0,0,0,0,0,0,1,2,children
20,2,1,#6,6,9,8,39,2022/11/1,0,0,0,0,0,1,0,0,1,1,children
20,2,1,#9,6,9,9,39,2022/11/1,0,0,0,0,0,1,0,0,1,2,children
20,2,1,#9,6,7,10,39,2022/11/1,0,0,0,0,0,1,1,0,0,2,children
20,2,1,#9,0,6,11,39,2022/11/1,0,0,0,0,0,1,0,0,0,2,children
20,2,1,#6,5,7,12,39,2022/11/1,0,0,0,0,1,0,1,0,0,1,children
18,2,3,#6,6,9,1,40,2022/11/3,0,0,0,0,0,1,0,0,0,1,children
18,2,3,#9,0,7,2,40,2022/11/3,0,0,0,0,0,0,0,0,1,2,children
18,2,3,#6,6,7,3,40,2022/11/3,0,0,0,0,0,1,0,0,0,1,children
18,2,3,#9,0,6,4,40,2022/11/3,0,0,0,0,0,0,0,0,1,2,children
18,2,3,#9,4,8,5,40,2022/11/3,0,0,0,0,0,0,0,1,0,2,children
18,2,3,#6,6,8,6,40,2022/11/3,0,0,0,0,0,1,0,0,0,1,children
18,2,3,#9,0,4,7,40,2022/11/3,0,0,0,1,0,0,0,0,0,2,children
18,2,3,#6,5,7,8,40,2022/11/3,0,0,0,0,1,0,0,0,0,1,children
18,2,3,#9,5,7,9,40,2022/11/3,0,0,0,0,0,0,1,0,0,2,children
18,2,3,#6,5,9,10,40,2022/11/3,0,0,0,0,1,0,0,0,0,1,children
18,2,3,#9,6,7,11,40,2022/11/3,0,0,0,0,0,0,1,0,0,2,children
18,2,3,#9,4,7,12,40,2022/11/3,0,0,0,0,0,0,1,0,0,2,children
21,1,2,#9,6,8,1,41,2022/11/3,0,0,0,0,0,0,0,1,0,2,children
21,1,2,#9,0,5,2,41,2022/11/3,0,0,0,0,1,0,0,0,0,2,children
21,1,2,#6,5,9,3,41,2022/11/3,0,0,0,0,0,1,0,0,0,1,children
21,1,2,#9,4,7,4,41,2022/11/3,0,0,0,0,0,0,1,0,0,2,children
21,1,2,#9,6,9,5,41,2022/11/3,0,0,0,0,0,0,0,0,1,2,children
21,1,2,#9,4,9,6,41,2022/11/3,0,0,0,0,0,0,0,0,1,2,children
21,1,2,#6,6,7,7,41,2022/11/3,0,0,0,0,0,1,0,0,0,1,children
21,1,2,#9,4,8,8,41,2022/11/3,0,0,0,0,0,0,0,1,0,2,children
21,1,2,#9,0,9,9,41,2022/11/3,0,0,0,0,0,0,0,0,1,2,children
21,1,2,#6,5,8,10,41,2022/11/3,0,0,0,0,1,0,0,0,0,1,children
21,1,2,#9,0,6,11,41,2022/11/3,0,0,0,0,0,1,0,0,0,2,children
21,1,2,#6,4,9,12,41,2022/11/3,0,0,0,1,0,0,0,0,0,2,children
22,2,3,#9,0,6,1,42,2022/11/3,0,0,0,0,0,0,0,0,1,2,children
22,2,3,#9,6,7,2,42,2022/11/3,0,0,0,0,0,0,0,0,1,2,children
22,2,3,#9,0,7,3,42,2022/11/3,0,0,0,0,0,0,0,0,1,2,children
22,2,3,#6,6,9,4,42,2022/11/3,0,0,0,0,0,1,0,0,0,1,children
22,2,3,#6,5,7,5,42,2022/11/3,0,0,0,0,0,1,0,0,0,1,children
22,2,3,#9,4,8,6,42,2022/11/3,0,0,0,0,0,0,0,0,1,2,children
22,2,3,#6,6,8,7,42,2022/11/3,0,0,0,0,0,1,0,0,0,1,children
22,2,3,#9,0,4,8,42,2022/11/3,0,0,0,0,0,0,0,0,1,2,children
22,2,3,#6,5,9,9,42,2022/11/3,0,0,0,0,0,1,0,0,0,1,children
22,2,3,#6,6,7,10,42,2022/11/3,0,0,0,0,0,1,0,0,0,1,children
22,2,3,#9,4,7,11,42,2022/11/3,0,0,0,0,0,0,0,0,1,2,children
22,2,3,#9,5,7,12,42,2022/11/3,0,0,0,0,0,0,0,0,1,2,children
23,1,3,#9,6,8,1,43,2022/11/3,0,0,0,0,0,1,0,1,0,2,children
23,1,3,#6,4,9,2,43,2022/11/3,0,0,0,1,0,0,0,0,1,1,children
23,1,3,#9,5,9,3,43,2022/11/3,0,0,0,0,1,0,0,0,1,2,children
23,1,3,#9,0,9,4,43,2022/11/3,0,0,0,0,0,0,0,0,1,2,children
23,1,3,#9,5,8,5,43,2022/11/3,0,0,0,0,1,0,0,1,0,2,children
23,1,3,#6,5,8,6,43,2022/11/3,0,0,0,0,1,0,0,1,0,1,children
23,1,3,#9,0,5,7,43,2022/11/3,0,0,0,0,1,0,0,0,0,2,children
23,1,3,#9,6,9,8,43,2022/11/3,0,0,0,0,0,1,0,0,1,2,children
23,1,3,#9,0,8,9,43,2022/11/3,0,0,0,0,0,0,0,1,0,2,children
23,1,3,#6,4,8,10,43,2022/11/3,0,0,0,1,0,0,0,1,0,1,children
23,1,3,#6,4,7,11,43,2022/11/3,0,0,0,1,0,0,1,0,0,1,children
23,1,3,#9,4,9,12,43,2022/11/3,0,0,0,1,0,0,0,0,1,2,children
24,2,1,#9,5,9,1,44,2022/11/4,1,1,1,1,1,1,1,1,1,2,children
24,2,1,#9,6,7,2,44,2022/11/4,1,1,1,1,1,1,1,1,1,2,children
24,2,1,#9,0,6,3,44,2022/11/4,1,1,1,1,1,1,1,1,1,2,children
24,2,1,#6,6,9,4,44,2022/11/4,1,1,1,1,1,1,0,0,0,1,children
24,2,1,#9,0,9,5,44,2022/11/4,1,1,1,1,1,1,1,1,1,2,children
24,2,1,#6,4,7,6,44,2022/11/4,1,1,1,1,1,1,0,0,0,1,children
24,2,1,#6,4,9,7,44,2022/11/4,1,1,1,1,1,1,0,0,0,1,children
24,2,1,#9,0,4,8,44,2022/11/4,1,1,1,1,1,1,1,1,1,2,children
24,2,1,#9,6,9,9,44,2022/11/4,1,1,1,1,1,1,1,1,1,2,children
24,2,1,#6,5,7,10,44,2022/11/4,1,1,1,1,1,1,0,0,0,1,children
24,2,1,#6,6,8,11,44,2022/11/4,1,1,1,1,1,1,0,0,0,1,children
24,2,1,#9,4,9,12,44,2022/11/4,1,1,1,1,1,1,1,1,1,2,children
25,2,1,#9,6,9,1,45,2022/11/5,0,0,0,0,0,0,0,0,1,2,children
25,2,1,#6,4,7,2,45,2022/11/5,0,0,0,0,0,1,0,0,0,1,children
25,2,1,#9,0,9,3,45,2022/11/5,0,0,0,0,0,0,0,0,1,2,children
25,2,1,#9,6,7,4,45,2022/11/5,0,0,0,0,0,0,0,0,1,2,children
25,2,1,#6,6,8,5,45,2022/11/5,0,0,0,0,0,1,0,0,0,1,children
25,2,1,#9,0,4,6,45,2022/11/5,0,0,0,0,0,0,0,0,1,2,children
25,2,1,#9,5,9,7,45,2022/11/5,0,0,0,0,0,0,0,0,1,2,children
25,2,1,#6,5,7,8,45,2022/11/5,0,0,0,0,0,1,0,0,0,1,children
25,2,1,#9,0,6,9,45,2022/11/5,0,0,0,0,0,0,0,0,1,2,children
25,2,1,#6,6,9,10,45,2022/11/5,0,0,0,0,0,1,0,0,0,1,children
25,2,1,#6,4,9,11,45,2022/11/5,0,0,0,0,0,1,0,0,0,1,children
25,2,1,#9,4,9,12,45,2022/11/5,0,0,0,0,0,0,0,0,1,2,children
3,1,2,#9,4,7,1,46,2022/11/5,0,0,0,1,0,0,1,0,0,2,children
3,1,2,#9,0,9,2,46,2022/11/5,0,0,0,0,0,0,0,0,1,2,children
3,1,2,#9,4,8,3,46,2022/11/5,0,0,0,1,0,0,0,1,0,2,children
3,1,2,#6,6,7,4,46,2022/11/5,0,0,0,0,0,1,0,0,0,1,children
3,1,2,#9,4,9,5,46,2022/11/5,0,0,0,1,0,0,0,0,1,2,children
3,1,2,#9,0,6,6,46,2022/11/5,0,0,0,0,0,1,0,0,0,2,children
3,1,2,#6,5,8,7,46,2022/11/5,0,0,0,0,1,0,0,0,0,1,children
3,1,2,#9,6,9,8,46,2022/11/5,0,0,0,0,0,1,0,0,1,2,children
3,1,2,#9,0,5,9,46,2022/11/5,0,0,0,0,1,0,0,0,0,2,children
3,1,2,#6,5,9,10,46,2022/11/5,0,0,0,0,1,0,0,0,0,1,children
3,1,2,#6,4,9,11,46,2022/11/5,0,0,0,1,0,0,0,0,0,1,children
3,1,2,#9,6,8,12,46,2022/11/5,0,0,0,0,0,1,0,1,0,2,children
4,2,1,#9,4,9,1,47,2022/11/5,1,1,1,0,1,1,1,1,0,2,children
4,2,1,#9,0,9,2,47,2022/11/5,1,1,1,1,1,1,1,1,0,2,children
4,2,1,#6,5,7,3,47,2022/11/5,0,0,0,0,0,0,1,0,0,1,children
4,2,1,#9,5,9,4,47,2022/11/5,1,1,1,1,0,1,1,1,0,2,children
4,2,1,#6,4,7,5,47,2022/11/5,1,1,1,0,1,1,0,1,1,1,children
4,2,1,#9,6,9,6,47,2022/11/5,1,1,1,1,1,0,1,1,0,2,children
4,2,1,#6,6,9,7,47,2022/11/5,0,0,0,0,0,1,0,0,0,1,children
4,2,1,#6,6,8,8,47,2022/11/5,0,0,0,0,0,1,0,0,0,1,children
4,2,1,#9,0,4,9,47,2022/11/5,1,1,1,0,1,1,1,1,1,2,children
4,2,1,#6,4,9,10,47,2022/11/5,1,1,1,0,1,1,1,1,0,1,children
4,2,1,#9,6,7,11,47,2022/11/5,0,0,0,0,0,1,0,0,0,2,children
4,2,1,#9,0,6,12,47,2022/11/5,1,1,1,1,1,0,1,1,1,2,children
26,2,1,#9,0,7,1,48,2022/11/6,0,0,0,0,0,0,1,0,0,2,children
26,2,1,#6,5,8,2,48,2022/11/6,0,0,0,0,0,1,0,0,0,1,children
26,2,1,#9,6,8,3,48,2022/11/6,0,0,0,0,0,1,0,0,0,2,children
26,2,1,#9,4,7,4,48,2022/11/6,0,0,0,0,0,0,0,0,1,2,children
26,2,1,#9,5,7,5,48,2022/11/6,0,0,0,0,0,0,1,0,0,2,children
26,2,1,#6,4,8,6,48,2022/11/6,0,0,0,0,0,1,0,0,0,1,children
26,2,1,#9,4,8,7,48,2022/11/6,0,0,0,0,0,0,0,0,1,2,children
26,2,1,#9,5,8,8,48,2022/11/6,0,0,0,0,0,0,0,0,1,2,children
26,2,1,#6,5,9,9,48,2022/11/6,0,0,0,0,1,0,0,0,0,1,children
26,2,1,#9,0,8,10,48,2022/11/6,0,0,0,0,0,0,0,1,0,2,children
26,2,1,#6,6,7,11,48,2022/11/6,0,0,0,0,0,1,0,0,0,1,children
26,2,1,#9,0,5,12,48,2022/11/6,0,0,0,0,0,0,0,0,1,2,children
27,2,1,#9,0,5,1,49,2022/11/6,0,0,0,0,0,0,0,0,1,2,children
27,2,1,#6,6,7,2,49,2022/11/6,0,0,0,0,0,1,0,0,0,1,children
27,2,1,#9,0,8,3,49,2022/11/6,0,0,0,0,0,0,0,0,1,2,children
27,2,1,#9,6,8,4,49,2022/11/6,0,0,0,0,0,0,0,0,1,2,children
27,2,1,#9,4,7,5,49,2022/11/6,0,0,0,0,0,0,0,0,1,2,children
27,2,1,#6,5,9,6,49,2022/11/6,0,0,0,0,0,1,0,0,0,1,children
27,2,1,#6,4,8,7,49,2022/11/6,0,0,0,0,0,1,0,0,0,1,children
27,2,1,#9,0,7,8,49,2022/11/6,0,0,0,0,0,0,0,0,1,2,children
27,2,1,#6,5,8,9,49,2022/11/6,0,0,0,0,0,1,0,0,0,1,children
27,2,1,#9,4,8,10,49,2022/11/6,0,0,0,0,0,0,0,0,1,2,children
27,2,1,#9,5,8,11,49,2022/11/6,0,0,0,0,0,0,0,0,1,2,children
27,2,1,#9,5,7,12,49,2022/11/6,0,0,0,0,0,0,0,0,1,2,children
28,1,2,#9,4,7,1,50,2022/11/8,0,0,0,0,0,0,0,0,1,2,children
28,1,2,#6,5,9,2,50,2022/11/8,0,0,0,0,0,0,0,0,1,2,children
28,1,2,#6,5,8,3,50,2022/11/8,0,0,0,0,0,0,0,0,1,2,children
28,1,2,#9,0,9,4,50,2022/11/8,0,0,0,0,0,0,0,0,1,2,children
28,1,2,#9,4,9,5,50,2022/11/8,0,0,0,0,0,0,0,0,1,2,children
28,1,2,#9,0,6,6,50,2022/11/8,0,0,0,0,0,0,0,0,1,2,children
28,1,2,#6,4,9,7,50,2022/11/8,0,0,0,0,0,0,0,0,1,2,children
